,Nombre,Xmin,Xmax,Ymin,Ymax,Label
38,77c9bb92f2fb2fcb.jpg,0.3475,0.630625,0.282364,0.679174,Person
39,77c9bb92f2fb2fcb.jpg,0.71,0.936875,0.257974,0.999062,Person
40,cfbfd5133d7ff63d.jpg,0.054409,0.393058,0.149375,0.815625,Person
41,cfbfd5133d7ff63d.jpg,0.22045,0.999062,0.0,0.999375,Person
42,a006e04198ac065b.jpg,0.589375,0.979375,0.096007,0.963466,Person
43,34f8ef6ce11d54bf.jpg,0.834967,0.96732,0.205882,0.70098,Person
44,f756e5c4bd6a1b0a.jpg,0.2125,0.688333,0.1975,0.980625,Person
45,4e241a3278bfa0a3.jpg,0.165527,0.73461,0.086875,0.908125,Person
46,be44f994e5744872.jpg,0.2,0.4025,0.338125,0.9975,Person
47,a9241baa8064d050.jpg,0.0,0.998366,0.366013,0.612745,Person
48,a0da37ed5cc9987e.jpg,0.31875,0.4,0.44375,0.666667,Person
49,a0da37ed5cc9987e.jpg,0.390625,0.615625,0.295833,0.670833,Person
50,a0da37ed5cc9987e.jpg,0.764063,0.80625,0.822917,0.866667,Person
51,a0da37ed5cc9987e.jpg,0.803125,0.848437,0.839583,0.88125,Person
52,a0da37ed5cc9987e.jpg,0.80625,0.842188,0.74375,0.797917,Person
53,a0da37ed5cc9987e.jpg,0.829687,0.865625,0.83125,0.877083,Person
54,a0da37ed5cc9987e.jpg,0.865625,0.903125,0.839583,0.89375,Person
55,a0da37ed5cc9987e.jpg,0.870313,0.90625,0.745833,0.810417,Person
56,a0da37ed5cc9987e.jpg,0.928125,0.978125,0.722917,0.802083,Person
57,a0da37ed5cc9987e.jpg,0.965625,0.998438,0.83125,0.979167,Person
58,a93c93e425f9a9ca.jpg,0.61625,0.675625,0.255159,0.776735,Person
59,a93c93e425f9a9ca.jpg,0.01,0.11375,0.277674,0.780488,Person
60,a93c93e425f9a9ca.jpg,0.11,0.191875,0.270169,0.757974,Person
61,a93c93e425f9a9ca.jpg,0.188125,0.27,0.288931,0.761726,Person
62,a93c93e425f9a9ca.jpg,0.275,0.353125,0.288931,0.731707,Person
63,a93c93e425f9a9ca.jpg,0.343125,0.404375,0.260788,0.746717,Person
64,a93c93e425f9a9ca.jpg,0.398125,0.494375,0.257036,0.761726,Person
65,a93c93e425f9a9ca.jpg,0.48625,0.596875,0.281426,0.838649,Person
66,a93c93e425f9a9ca.jpg,0.6775,0.750625,0.253283,0.707317,Person
67,a93c93e425f9a9ca.jpg,0.74,0.8325,0.227017,0.731707,Person
68,a93c93e425f9a9ca.jpg,0.8275,0.910625,0.249531,0.718574,Person
69,a93c93e425f9a9ca.jpg,0.903125,0.999375,0.230769,0.776735,Person
70,fe37f8f8a88fa282.jpg,0.0,0.0875,0.399625,0.998124,Person
71,fe37f8f8a88fa282.jpg,0.12125,0.385,0.121951,0.998124,Person
72,fe37f8f8a88fa282.jpg,0.30125,0.73875,0.084428,0.998124,Person
73,7d7df737a99a4063.jpg,0.335833,0.800833,0.176875,0.999375,Person
74,da94310937262ac7.jpg,0.40125,0.455,0.337991,0.536245,Person
75,da94310937262ac7.jpg,0.33,0.38875,0.383406,0.534498,Person
76,971dac49d3eaa044.jpg,0.059375,0.15,0.609756,0.827392,Person
77,971dac49d3eaa044.jpg,0.061875,0.1425,0.666979,0.926829,Person
78,971dac49d3eaa044.jpg,0.110625,0.1875,0.565666,0.80394,Person
79,971dac49d3eaa044.jpg,0.14625,0.218125,0.529081,0.790807,Person
80,971dac49d3eaa044.jpg,0.205625,0.28625,0.666979,0.926829,Person
81,971dac49d3eaa044.jpg,0.210625,0.3025,0.593809,0.846154,Person
82,971dac49d3eaa044.jpg,0.216875,0.309375,0.501876,0.635084,Person
83,971dac49d3eaa044.jpg,0.28375,0.371875,0.549719,0.829268,Person
84,971dac49d3eaa044.jpg,0.2875,0.34125,0.432458,0.565666,Person
85,971dac49d3eaa044.jpg,0.364375,0.445,0.545966,0.807692,Person
86,971dac49d3eaa044.jpg,0.380625,0.46,0.406191,0.640713,Person
87,971dac49d3eaa044.jpg,0.4475,0.55375,0.549719,0.788931,Person
88,971dac49d3eaa044.jpg,0.5025,0.564375,0.415572,0.530957,Person
89,971dac49d3eaa044.jpg,0.570625,0.65125,0.56379,0.815197,Person
90,971dac49d3eaa044.jpg,0.585625,0.64375,0.423077,0.561914,Person
91,971dac49d3eaa044.jpg,0.605,0.720625,0.611632,0.842402,Person
92,971dac49d3eaa044.jpg,0.630625,0.69875,0.490619,0.653846,Person
93,971dac49d3eaa044.jpg,0.633125,0.734375,0.666979,0.930582,Person
94,971dac49d3eaa044.jpg,0.80625,0.884375,0.523452,0.71576,Person
95,971dac49d3eaa044.jpg,0.841875,0.90625,0.580675,0.811445,Person
96,971dac49d3eaa044.jpg,0.878125,0.96,0.591932,0.875235,Person
97,6b2881b4ac32af18.jpg,0.267021,0.518085,0.183712,0.585227,Person
98,4077b9198705c6c9.jpg,0.90875,0.98875,0.265478,0.502814,Person
99,4077b9198705c6c9.jpg,0.745,0.7875,0.309568,0.39212,Person
100,94641d088d429f65.jpg,0.174375,0.226875,0.25188,0.453947,Person
101,94641d088d429f65.jpg,0.77875,0.815,0.885338,0.980263,Person
102,cbdf197541bbe608.jpg,0.1625,0.234375,0.644799,0.767573,Person
103,27b30cd0db70301f.jpg,0.308125,0.44125,0.4375,0.673333,Person
104,27b30cd0db70301f.jpg,0.491875,0.569375,0.440833,0.6925,Person
105,27b30cd0db70301f.jpg,0.885625,0.968125,0.500833,0.736667,Person
106,556d51fbe525ad11.jpg,0.317073,0.750469,0.2475,0.74625,Person
107,5b72a78076925f86.jpg,0.276735,0.438086,0.601875,0.796875,Person
108,5b72a78076925f86.jpg,0.528143,0.643527,0.605,0.830625,Person
109,5b72a78076925f86.jpg,0.590056,0.699812,0.169375,0.30125,Person
110,0b7b55ed70747fe3.jpg,0.01125,0.388125,0.0,0.7675,Person
111,0b7b55ed70747fe3.jpg,0.0,0.999375,0.0,0.999167,Person
112,d891339d26c666ef.jpg,0.283286,0.593012,0.483125,0.935625,Person
113,d891339d26c666ef.jpg,0.293673,0.528801,0.329375,0.66375,Person
114,d891339d26c666ef.jpg,0.561851,0.66289,0.441875,0.795625,Person
115,26e501518915185b.jpg,0.001739,0.995652,0.026875,0.99,Person
116,0a241a220a716d15.jpg,0.205,0.256875,0.652908,0.775797,Person
117,0787664ba474e3ff.jpg,0.0,0.015625,0.529081,0.684803,Person
118,0787664ba474e3ff.jpg,0.009375,0.0875,0.441839,0.78424,Person
119,0787664ba474e3ff.jpg,0.014375,0.108125,0.474672,0.837711,Person
120,0787664ba474e3ff.jpg,0.106875,0.173125,0.445591,0.772045,Person
121,0787664ba474e3ff.jpg,0.15125,0.2,0.47561,0.708255,Person
122,0787664ba474e3ff.jpg,0.173125,0.2825,0.445591,0.841463,Person
123,0787664ba474e3ff.jpg,0.24875,0.264375,0.445591,0.461538,Person
124,0787664ba474e3ff.jpg,0.25125,0.313125,0.467167,0.753283,Person
125,0787664ba474e3ff.jpg,0.275625,0.29375,0.463415,0.485929,Person
126,0787664ba474e3ff.jpg,0.275625,0.326875,0.443715,0.703565,Person
127,0787664ba474e3ff.jpg,0.318125,0.371875,0.445591,0.745779,Person
128,0787664ba474e3ff.jpg,0.323125,0.45125,0.520638,0.822702,Person
129,0787664ba474e3ff.jpg,0.3475,0.371875,0.428705,0.498124,Person
130,0787664ba474e3ff.jpg,0.35125,0.374375,0.447467,0.509381,Person
131,0787664ba474e3ff.jpg,0.363125,0.421875,0.439962,0.703565,Person
132,0787664ba474e3ff.jpg,0.364375,0.39,0.426829,0.655722,Person
133,0787664ba474e3ff.jpg,0.39,0.426875,0.454972,0.680113,Person
134,0787664ba474e3ff.jpg,0.413125,0.421875,0.461538,0.4803,Person
135,0787664ba474e3ff.jpg,0.418125,0.430625,0.454972,0.666979,Person
136,0787664ba474e3ff.jpg,0.419375,0.45375,0.449343,0.697936,Person
137,0787664ba474e3ff.jpg,0.4425,0.45125,0.454034,0.490619,Person
138,0787664ba474e3ff.jpg,0.44625,0.468125,0.459662,0.5,Person
139,0787664ba474e3ff.jpg,0.44875,0.513125,0.443715,0.729831,Person
140,0787664ba474e3ff.jpg,0.49,0.525625,0.430582,0.701689,Person
141,0787664ba474e3ff.jpg,0.50625,0.54875,0.439962,0.686679,Person
142,0787664ba474e3ff.jpg,0.523125,0.54125,0.450281,0.483114,Person
143,0787664ba474e3ff.jpg,0.5425,0.576875,0.454034,0.624765,Person
144,0787664ba474e3ff.jpg,0.54625,0.55375,0.567542,0.584428,Person
145,0787664ba474e3ff.jpg,0.5575,0.595,0.446529,0.638837,Person
146,0787664ba474e3ff.jpg,0.578125,0.6,0.438086,0.630394,Person
147,0787664ba474e3ff.jpg,0.579375,0.629375,0.418386,0.672608,Person
148,0787664ba474e3ff.jpg,0.623125,0.66125,0.441839,0.628518,Person
149,0787664ba474e3ff.jpg,0.655,0.678125,0.43152,0.507505,Person
150,0787664ba474e3ff.jpg,0.655,0.690625,0.441839,0.643527,Person
151,0787664ba474e3ff.jpg,0.679375,0.70875,0.439962,0.634146,Person
152,0787664ba474e3ff.jpg,0.6975,0.736875,0.445591,0.58818,Person
153,0787664ba474e3ff.jpg,0.77375,0.800625,0.424015,0.557223,Person
154,0787664ba474e3ff.jpg,0.793125,0.84875,0.422139,0.628518,Person
155,0787664ba474e3ff.jpg,0.79625,0.811875,0.407129,0.429644,Person
156,0787664ba474e3ff.jpg,0.84625,0.869375,0.383677,0.456848,Person
157,0787664ba474e3ff.jpg,0.84625,0.895625,0.412758,0.559099,Person
158,0787664ba474e3ff.jpg,0.8975,0.940625,0.405253,0.614447,Person
159,c2cc536b85fcb2be.jpg,0.0,0.122084,0.390625,0.891875,Person
160,bea84b39461ea63e.jpg,0.0675,0.67625,0.058333,0.998333,Person
161,8f6662c372e170ea.jpg,0.023125,0.29,0.309524,0.963203,Person
162,8f6662c372e170ea.jpg,0.308125,0.61125,0.083333,0.884199,Person
163,8f6662c372e170ea.jpg,0.635625,0.939375,0.258658,0.939394,Person
164,9cea08aa09ea2298.jpg,0.104375,0.14625,0.573807,0.721421,Person
165,9cea08aa09ea2298.jpg,0.109375,0.169375,0.558269,0.72919,Person
166,9cea08aa09ea2298.jpg,0.869375,0.958125,0.477248,0.843507,Person
167,b6beaa6ddf935330.jpg,0.380625,0.535,0.502714,0.931596,Person
168,b6beaa6ddf935330.jpg,0.039375,0.241875,0.497286,0.871878,Person
169,b6beaa6ddf935330.jpg,0.2125,0.3775,0.553746,0.891422,Person
170,b6beaa6ddf935330.jpg,0.448125,0.750625,0.547231,0.893594,Person
171,b6beaa6ddf935330.jpg,0.745625,0.98,0.030402,0.998914,Person
172,e223fc1655c388c8.jpg,0.7225,0.965625,0.082153,0.972616,Person
173,e223fc1655c388c8.jpg,0.0,0.048125,0.281398,0.542021,Person
174,e223fc1655c388c8.jpg,0.038125,0.31625,0.08593,0.999056,Person
175,e223fc1655c388c8.jpg,0.11,0.131875,0.267233,0.389046,Person
176,e223fc1655c388c8.jpg,0.2275,0.301875,0.27101,0.517469,Person
177,e223fc1655c388c8.jpg,0.275,0.565625,0.242682,0.999056,Person
178,e223fc1655c388c8.jpg,0.2825,0.850625,0.025496,0.999056,Person
179,e223fc1655c388c8.jpg,0.916875,0.974375,0.122757,0.571294,Person
180,6e7559a11d5b03db.jpg,0.015,0.21875,0.134958,0.769447,Person
181,6e7559a11d5b03db.jpg,0.10125,0.3725,0.568885,0.999063,Person
182,6e7559a11d5b03db.jpg,0.2575,0.3675,0.213683,0.597938,Person
183,6e7559a11d5b03db.jpg,0.6175,0.72875,0.162137,0.68791,Person
184,6e7559a11d5b03db.jpg,0.6675,0.8875,0.246485,0.615745,Person
185,6e7559a11d5b03db.jpg,0.686875,0.946875,0.447985,0.999063,Person
186,6e7559a11d5b03db.jpg,0.849375,0.9275,0.319588,0.572634,Person
187,0bc95809754f78f6.jpg,0.0,0.154654,0.159115,0.57745,Person
188,0bc95809754f78f6.jpg,0.040588,0.152554,0.0,0.161222,Person
189,0bc95809754f78f6.jpg,0.054584,0.540238,0.385669,0.998946,Person
190,0bc95809754f78f6.jpg,0.055983,0.240028,0.054795,0.374078,Person
191,0bc95809754f78f6.jpg,0.186144,0.272218,0.010537,0.202318,Person
192,0bc95809754f78f6.jpg,0.193842,0.395381,0.132771,0.573235,Person
193,0bc95809754f78f6.jpg,0.264521,0.358992,0.0,0.12118,Person
194,0bc95809754f78f6.jpg,0.328202,0.494052,0.022129,0.403583,Person
195,0bc95809754f78f6.jpg,0.375787,0.810357,0.252898,0.88725,Person
196,0bc95809754f78f6.jpg,0.468859,0.610917,0.0,0.144362,Person
197,0bc95809754f78f6.jpg,0.559832,0.736879,0.12118,0.519494,Person
198,0bc95809754f78f6.jpg,0.679496,0.927222,0.350896,0.809273,Person
199,0bc95809754f78f6.jpg,0.86564,0.9993,0.0,0.316122,Person
200,64ac64ca0bba23c9.jpg,0.1075,0.228125,0.318333,0.551667,Person
201,64ac64ca0bba23c9.jpg,0.06625,0.091875,0.8575,0.895833,Person
202,64ac64ca0bba23c9.jpg,0.278125,0.31125,0.3775,0.423333,Person
203,64ac64ca0bba23c9.jpg,0.2975,0.334375,0.968333,0.999167,Person
204,64ac64ca0bba23c9.jpg,0.3375,0.35125,0.616667,0.6525,Person
205,64ac64ca0bba23c9.jpg,0.39,0.415,0.97,0.999167,Person
206,64ac64ca0bba23c9.jpg,0.433125,0.4675,0.678333,0.725,Person
207,64ac64ca0bba23c9.jpg,0.471875,0.49375,0.68,0.723333,Person
208,64ac64ca0bba23c9.jpg,0.474375,0.4975,0.960833,0.999167,Person
209,64ac64ca0bba23c9.jpg,0.8825,0.92375,0.0,0.075833,Person
210,64ac64ca0bba23c9.jpg,0.8825,0.965,0.0,0.091667,Person
211,e16f3815745a2a51.jpg,0.315625,0.5275,0.075047,0.993433,Person
212,e16f3815745a2a51.jpg,0.50875,0.680625,0.190432,0.999062,Person
213,cb965318a47c4be6.jpg,0.766082,0.887218,0.0,0.856427,Person
214,cb965318a47c4be6.jpg,0.103592,0.211362,0.295493,0.654424,Person
215,cb965318a47c4be6.jpg,0.202172,0.331662,0.290484,0.672788,Person
216,cb965318a47c4be6.jpg,0.365915,0.411028,0.138564,0.337229,Person
217,7d87d9b4568ff91b.jpg,0.0,0.998438,0.882812,0.998438,Person
218,7d87d9b4568ff91b.jpg,0.284375,0.3375,0.770312,0.910937,Person
219,7d87d9b4568ff91b.jpg,0.371875,0.41875,0.75,0.9,Person
220,7d87d9b4568ff91b.jpg,0.489062,0.535937,0.760938,0.90625,Person
221,7d87d9b4568ff91b.jpg,0.590625,0.65,0.757812,0.901563,Person
222,7d87d9b4568ff91b.jpg,0.678125,0.739062,0.775,0.885938,Person
223,b49bd6d15d38fe15.jpg,0.734375,0.813477,0.456808,0.857979,Person
224,b49bd6d15d38fe15.jpg,0.072266,0.183594,0.430454,0.803807,Person
225,b49bd6d15d38fe15.jpg,0.21582,0.670898,0.355783,0.872621,Person
226,b49bd6d15d38fe15.jpg,0.678711,0.942383,0.414348,0.852123,Person
227,384ac97101abd418.jpg,0.484375,0.56375,0.5075,0.805,Person
228,384ac97101abd418.jpg,0.001875,0.999375,0.7775,0.999167,Person
229,eaf1816690579981.jpg,0.257031,0.999219,0.0,0.998958,Person
230,5fe5a6076c1a1f1c.jpg,0.094771,0.22549,0.24183,0.550654,Person
231,5fe5a6076c1a1f1c.jpg,0.104575,0.367647,0.341503,0.558824,Person
232,5fe5a6076c1a1f1c.jpg,0.22549,0.493464,0.171569,0.496732,Person
233,5fe5a6076c1a1f1c.jpg,0.325163,0.49183,0.214052,0.560458,Person
234,5fe5a6076c1a1f1c.jpg,0.658497,0.756536,0.212418,0.325163,Person
235,5fe5a6076c1a1f1c.jpg,0.70098,0.75,0.405229,0.465686,Person
236,5fe5a6076c1a1f1c.jpg,0.73366,0.785948,0.398693,0.446078,Person
237,5fe5a6076c1a1f1c.jpg,0.745098,0.861111,0.611111,0.815359,Person
238,ed1f1c81c75c0bd4.jpg,0.0,0.091875,0.125,0.638274,Person
239,ed1f1c81c75c0bd4.jpg,0.333125,0.62,0.112832,0.865044,Person
240,4688e4194b88b1c9.jpg,0.349908,0.894107,0.40625,0.84,Person
241,45e99ab2d3d366d5.jpg,0.304167,0.3925,0.73875,0.898125,Person
242,2b791b3584fd1e0e.jpg,0.345,0.536667,0.42125,0.6925,Person
243,2a55d233e729fd26.jpg,0.065833,0.258333,0.209375,0.421875,Person
244,582ddf81d6f28a6a.jpg,0.0,0.042,0.530667,0.610667,Person
245,582ddf81d6f28a6a.jpg,0.008,0.028,0.394667,0.437333,Person
246,582ddf81d6f28a6a.jpg,0.014,0.034,0.437333,0.477333,Person
247,582ddf81d6f28a6a.jpg,0.024,0.052,0.48,0.525333,Person
248,582ddf81d6f28a6a.jpg,0.038,0.088,0.56,0.637333,Person
249,582ddf81d6f28a6a.jpg,0.06,0.086,0.490667,0.544,Person
250,582ddf81d6f28a6a.jpg,0.068,0.094,0.413333,0.456,Person
251,582ddf81d6f28a6a.jpg,0.072,0.132,0.530667,0.626667,Person
252,582ddf81d6f28a6a.jpg,0.09,0.126,0.488,0.530667,Person
253,582ddf81d6f28a6a.jpg,0.128,0.166,0.424,0.472,Person
254,582ddf81d6f28a6a.jpg,0.158,0.172,0.509333,0.549333,Person
255,582ddf81d6f28a6a.jpg,0.196,0.228,0.488,0.549333,Person
256,582ddf81d6f28a6a.jpg,0.22,0.262,0.525333,0.629333,Person
257,582ddf81d6f28a6a.jpg,0.248,0.306,0.522667,0.616,Person
258,582ddf81d6f28a6a.jpg,0.316,0.348,0.418667,0.466667,Person
259,582ddf81d6f28a6a.jpg,0.338,0.452,0.325333,0.429333,Person
260,582ddf81d6f28a6a.jpg,0.342,0.386,0.434667,0.490667,Person
261,582ddf81d6f28a6a.jpg,0.352,0.382,0.538667,0.602667,Person
262,582ddf81d6f28a6a.jpg,0.382,0.428,0.549333,0.616,Person
263,582ddf81d6f28a6a.jpg,0.384,0.424,0.453333,0.538667,Person
264,582ddf81d6f28a6a.jpg,0.44,0.468,0.445333,0.517333,Person
265,582ddf81d6f28a6a.jpg,0.452,0.886,0.301333,0.610667,Person
266,582ddf81d6f28a6a.jpg,0.64,0.998,0.154667,0.997333,Person
267,582ddf81d6f28a6a.jpg,0.744,0.768,0.274667,0.333333,Person
268,595f7977f9e35144.jpg,0.795,0.844375,0.860833,0.995833,Person
269,595f7977f9e35144.jpg,0.0,0.039375,0.894167,0.999167,Person
270,595f7977f9e35144.jpg,0.023125,0.155625,0.824167,0.906667,Person
271,595f7977f9e35144.jpg,0.0975,0.140625,0.8325,0.953333,Person
272,595f7977f9e35144.jpg,0.36,0.420625,0.834167,0.965,Person
273,595f7977f9e35144.jpg,0.424375,0.698125,0.815,0.999167,Person
274,595f7977f9e35144.jpg,0.659375,0.70125,0.845833,0.9925,Person
275,595f7977f9e35144.jpg,0.843125,0.999375,0.8275,0.999167,Person
276,e5497e9eb52d6e6d.jpg,0.44875,0.6625,0.031667,0.55,Person
277,6301c52c01c0242a.jpg,0.116667,0.8375,0.01375,0.753125,Person
278,8af8cc2fb12387cc.jpg,0.048338,0.80564,0.325625,0.999375,Person
279,542ef8505f4fc8a0.jpg,0.29,0.380625,0.284167,0.611667,Person
280,971f4ab9f9647c4a.jpg,0.588596,0.999123,0.311875,0.996875,Person
281,6e2a2d7930549a26.jpg,0.09625,0.235,0.076667,0.357778,Person
282,6e2a2d7930549a26.jpg,0.611875,0.709375,0.614444,0.903333,Person
283,6e2a2d7930549a26.jpg,0.814375,0.8725,0.474444,0.621111,Person
284,53fb44a7f632896b.jpg,0.000625,0.243125,0.0,0.30394,Person
285,53fb44a7f632896b.jpg,0.01125,0.100625,0.390244,0.836773,Person
286,53fb44a7f632896b.jpg,0.105625,0.1725,0.423077,0.840525,Person
287,53fb44a7f632896b.jpg,0.1725,0.255625,0.397749,0.834897,Person
288,53fb44a7f632896b.jpg,0.248125,0.33,0.401501,0.832083,Person
289,53fb44a7f632896b.jpg,0.32375,0.42,0.397749,0.834897,Person
290,53fb44a7f632896b.jpg,0.403125,0.48125,0.401501,0.830206,Person
291,53fb44a7f632896b.jpg,0.4325,0.53,0.438086,0.842402,Person
292,53fb44a7f632896b.jpg,0.566875,0.6475,0.417448,0.832083,Person
293,53fb44a7f632896b.jpg,0.621875,0.7875,0.245779,0.557223,Person
294,53fb44a7f632896b.jpg,0.6475,0.724375,0.478424,0.65197,Person
295,53fb44a7f632896b.jpg,0.649375,0.7275,0.409006,0.562852,Person
296,53fb44a7f632896b.jpg,0.716875,0.806875,0.407129,0.836773,Person
297,53fb44a7f632896b.jpg,0.811875,0.861875,0.426829,0.836773,Person
298,53fb44a7f632896b.jpg,0.8475,0.915625,0.454034,0.84803,Person
299,53fb44a7f632896b.jpg,0.89875,0.976875,0.417448,0.844278,Person
300,53fb44a7f632896b.jpg,0.919375,0.99375,0.45591,0.861163,Person
301,551d100158e479c1.jpg,0.214062,0.282813,0.645833,0.830208,Person
302,551d100158e479c1.jpg,0.296094,0.382031,0.640625,0.901042,Person
303,551d100158e479c1.jpg,0.339063,0.426562,0.592708,0.807292,Person
304,551d100158e479c1.jpg,0.422656,0.535937,0.559375,0.760417,Person
305,551d100158e479c1.jpg,0.461719,0.567187,0.61875,0.85625,Person
306,551d100158e479c1.jpg,0.553906,0.626562,0.528125,0.775,Person
307,4c9e7be1df55155f.jpg,0.295,0.418125,0.429644,0.9606,Person
308,4c9e7be1df55155f.jpg,0.420625,0.51125,0.485929,0.579737,Person
309,5913334db36ce4ca.jpg,0.010625,0.865625,0.130571,0.951525,Person
310,5913334db36ce4ca.jpg,0.65875,0.67,0.559812,0.594214,Person
311,5913334db36ce4ca.jpg,0.67125,0.680625,0.554339,0.595778,Person
312,5913334db36ce4ca.jpg,0.6875,0.77,0.218921,0.555903,Person
313,5913334db36ce4ca.jpg,0.761875,0.83625,0.229085,0.577013,Person
314,c06e0f7b190a47a5.jpg,0.60875,0.879375,0.222326,0.999062,Person
315,bcd062e4ede14115.jpg,0.33,0.598125,0.175422,0.666979,Person
316,38b9bf6efec8f87a.jpg,0.191667,0.591667,0.413889,0.998611,Person
317,0f969b76aa93122d.jpg,0.185625,0.688125,0.034213,0.977517,Person
318,ae26186cf2193465.jpg,0.330625,0.50375,0.087768,0.338002,Person
319,ae26186cf2193465.jpg,0.34875,0.44375,0.365079,0.600374,Person
320,ae26186cf2193465.jpg,0.526875,0.636875,0.374416,0.567694,Person
321,ae26186cf2193465.jpg,0.55625,0.65375,0.114846,0.368814,Person
322,d97370d37c788299.jpg,0.0,0.32968,0.4025,0.911875,Person
323,d97370d37c788299.jpg,0.451939,0.548061,0.720625,0.805625,Person
324,d97370d37c788299.jpg,0.70742,0.892074,0.55625,0.64,Person
325,d97370d37c788299.jpg,0.720911,0.908094,0.366875,0.445625,Person
326,d97370d37c788299.jpg,0.732715,0.91484,0.17875,0.245625,Person
327,d9ed2b3f8d29b9e3.jpg,0.302239,0.743781,0.111667,0.815,Person
328,d9ed2b3f8d29b9e3.jpg,0.0,0.46393,0.663333,0.999167,Person
329,d9ed2b3f8d29b9e3.jpg,0.53607,0.779851,0.8425,0.999167,Person
330,05558d426e5372c3.jpg,0.099183,0.998833,0.0,0.999182,Person
331,6accc9bf6ff953c0.jpg,0.10929,0.854281,0.140049,0.890663,Person
332,d57d246a4157727c.jpg,0.00817,0.645425,0.187909,0.998366,Person
333,3fd5f4a80ecb2443.jpg,0.621875,0.734375,0.355,0.643333,Person
334,3fd5f4a80ecb2443.jpg,0.0625,0.186875,0.4225,0.665,Person
335,3fd5f4a80ecb2443.jpg,0.245,0.3675,0.324167,0.505,Person
336,3fd5f4a80ecb2443.jpg,0.464375,0.658125,0.379167,0.670833,Person
337,fd16e6a7d43947cb.jpg,0.0,0.438125,0.015038,0.99906,Person
338,fd16e6a7d43947cb.jpg,0.380625,0.77625,0.121241,0.99906,Person
339,fd16e6a7d43947cb.jpg,0.65625,0.844375,0.06485,0.596804,Person
340,fd16e6a7d43947cb.jpg,0.78,0.999375,0.101504,0.596804,Person
341,d90d3e1bb9020c05.jpg,0.03268,0.862745,0.38,0.9725,Person
342,dae7a191af872ee4.jpg,0.051354,0.796452,0.27875,1.0,Person
343,81926ae281aed5e0.jpg,0.293621,0.642589,0.5525,0.946875,Person
344,81926ae281aed5e0.jpg,0.0,0.111632,0.600625,0.77,Person
